,Gene,Uniprot,Protein,Overexpression,Affinity 000,Type 000,SMILES 000,ID 000,Affinity 001,Type 001,SMILES 001,ID 001,Affinity 002,Type 002,SMILES 002,ID 002
42,HRH1,P35367,Histamine H1 receptor (H1R) (HH1R),4.67,0.0398,Kd,CCCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O,50391709,0.06,Ki,CN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12,50017721,0.087,Ki,CN1CCN(CC1)C1=c2cc(C)sc2=Nc2ccccc2N1,82479
43,GGH,Q92820,Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase),4.6,0.93,Ki,CP(O)(=O)N[C@@H](CCC(O)=O)C(O)=O,50070541,0.95,Ki,OC(=O)CC[C@H](NP(O)(=O)c1ccccc1)C(O)=O,50070540,,,,
44,MERTK,Q12866,Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK),4.44,0.15,IC50,N[C@H]1CC[C@H](Cn2nc(-c3ccc(cc3)N3CCNCC3)c3cnc(NCCCc4ccccc4)nc23)CC1,50384584,0.25,IC50,CCCCNc1ncc2c(nn(C[C@H]3CC[C@H](N)CC3)c2n1)-c1ccc(cc1)N1CCNCC1,50384583,0.27,Kd,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)NC4=CCC(F)C=C4)cc3F)ccnc2cc1OCCCN1CCOCC1,50355504
45,TYMS,P04818,Thymidylate synthase (TS) (TSase) (EC 2.1.1.45),4.35,0.040999999999999995,Ki,Nc1nc2ccc(CN(CC#C)c3ccc(cc3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)cc2c(=O)[nH]1,50405732,0.042,Ki,Nc1nc2ccc(CN(CC#C)c3ccc(cc3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)C(O)=O)cc2c(=O)[nH]1,50405733,0.07200000000000001,Ki,Nc1nc2ccc(CN(CC#C)c3ccc(cc3)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC(O)=O)C(O)=O)C(O)=O)C(O)=O)cc2c(=O)[nH]1,50405731
46,MELK,Q14680,Maternal embryonic leucine zipper kinase (hMELK) (EC 2.7.11.1) (Protein kinase Eg3) (pEg3 kinase) (Protein kinase PK38) (hPK38) (Tyrosine-protein kinase MELK) (EC 2.7.10.2),4.25,0.3,IC50,CN(C)[C@H]1CC[C@@H](CC1)Nc1c(cnc2ccc(nc12)-c1cc(Cl)c(O)c(Cl)c1)C(C)=O,166059,0.3,IC50,CN(C)C[C@H]1CC[C@@H](CC1)Nc1c(cnc2ccc(nc12)-c1cc(Cl)c(O)c(Cl)c1)C(=O)CO,166100,0.3,IC50,Fc1cc(ccc1-n1cc(cn1)-c1ccncc1OCC1CCNCC1)N1CCOCC1,50185443
47,CXCR4,P61073,C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184),4.23,0.3,EC50,C(Nc1ccccn1)c1ccc(CNc2ccccn2)cc1,50225415,0.34,IC50,CN(Cc1nc2cccc(N3CCN(C)CC3)n2c1CO)[C@H]1CCCc2cccnc12,50326057,0.5,EC50,NCCCC[C@H]1NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CSSC[C@@H](NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@H](CCCNC(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCCN)NC1=O)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCCN=C(N)N)c1ccc2ccccc2c1,50102038
48,YES1,P07947,Tyrosine-protein kinase Yes (EC 2.7.10.2) (Proto-oncogene c-Yes) (p61-Yes),4.18,0.3,Kd,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,13216,0.3,IC50,Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)-c1cc(O)ccc1Cl,50221566,0.3,Kd,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,13216
49,BMPR1A,P36894,Bone morphogenetic protein receptor type-1A (BMP type-1A receptor) (BMPR-1A) (EC 2.7.11.30) (Activin receptor-like kinase 3) (ALK-3) (Serine/threonine-protein kinase receptor R5) (SKR5) (CD antigen CD292),4.16,6.8,IC50,COc1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12,50262016,10.0,IC50,C1CN(CCO1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1cn[nH]c1,50434751,,,,
50,STK6,O14965,Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (hARK1) (Breast tumor-amplified kinase) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A),4.11,0.0006,Ki,CN1CCN(CC1)c1cc(Nc2cc(C)n[nH]2)nc(Sc2ccc(NC(=O)C3CC3)cc2)n1,13534,0.01,IC50,C[C@@H](Nc1ncnc2c(cccc12)C(N)=O)c1cccc(NC(=O)c2ccc(F)c(O)c2)c1,116986,0.0155,Ki,OC(=O)[C@]1(Cc2cccc(Nc3nccs3)n2)CCC(CC1)Oc1cccc(Cl)c1F,109209
51,MCL1,Q07820,Induced myeloid leukemia cell differentiation protein Mcl-1 (Bcl-2-like protein 3) (Bcl2-L-3) (Bcl-2-related protein EAT/mcl1) (mcl1/EAT),4.08,0.2,Ki,CCS(=O)(=O)N1CCN(CC1)c1ccc(OCc2c(c(C)nn2C)-c2cccc3c(CCCOc4cccc5ccccc45)c(C(O)=O)n(CCN4CCOCC4)c23)cc1,50078161,0.24,Ki,CC(=O)N1CCN(CC1)c1ccc(OCc2c(c(C)nn2C)-c2cccc3c(CCCOc4cccc5ccccc45)c(C(O)=O)n(CCN4CCOCC4)c23)cc1,50078159,0.31,Ki,CCCS(=O)(=O)N1CCN(CC1)c1ccc(OCc2c(c(C)nn2C)-c2cccc3c(CCCOc4cccc5ccccc45)c(C(O)=O)n(CCN4CCOCC4)c23)cc1,50078162
52,ICAM1,P05362,Intercellular adhesion molecule 1 (ICAM-1) (Major group rhinovirus receptor) (CD antigen CD54),4.08,1.0,IC50,CNC(=O)c1cc2c(Oc3ccc(cc3)C(F)(F)F)cncc2s1,50105186,1.4,IC50,NC(=O)c1cc2c(Oc3ccc(COC4CCCCO4)cc3)cncc2s1,50105227,2.0,IC50,NC(=O)c1cc2c(Oc3ccc(C=C)cc3)cncc2s1,50105151
53,IGFBP5,P24593,Insulin-like growth factor-binding protein 5 (IBP-5) (IGF-binding protein 5) (IGFBP-5),4.08,5.2,Ki,OC(=O)c1cc2cc(O)c(O)cc2c(n1)C(=O)c1ccc(O)c(O)c1,50106431,5.6,Ki,OC(=O)c1cc2cc(O)c(O)cc2c(n1)C(=O)c1ccc(O)c(O)c1,50106431,7.2,Ki,OC(=O)c1cc2cc(O)c(O)cc2c(Cc2ccc(O)c(O)c2)n1,50106443
54,FGF2,P09038,Fibroblast growth factor 2 (FGF-2) (Basic fibroblast growth factor) (bFGF) (Heparin-binding growth factor 2) (HBGF-2),4.03,4.5,IC50,CNC(=O)n1ccc2cc(Oc3ccnc(NC(=O)c4ccc(cc4)C4CCN(CCO)CC4)c3)c(OCCOC)cc12,142256,4.7,Kd,CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNc2cccc(NC(=O)CCCCC3CCSS3)c2)O[C@H](COS(O)(=O)=O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](COS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1OS(O)(=O)=O)C(O)=O,50073748,4.9,Kd,[Na+].[Na+].[Na+].[Na+].[Na+].CC(=O)N[C@H]1[C@@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNc2cccc(NC(=O)CCCCC3CCSS3)c2)O[C@H](COS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](OS([O-])(=O)=O)[C@H]1OS([O-])(=O)=O)C([O-])=O,50063776
